Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nonHDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,104
X99.5.,7.592419956,7.70950341,7.827688348,7.946840019,8.0668131,8.187286416,8.307697653,8.427443991,8.54589705,8.66238904,8.776151091,8.886361631,8.99217266,9.092724667,9.187579304,9.276849527,9.360698561,9.439305211,9.5129382,9.582257639,9.648063553,9.71117908,9.772426951,9.83198084,9.889233966,9.943524589,9.994181301,10.04064683,10.08292571,10.12119138,10.1556241,10.18640478,10.21356483,10.23696884,10.2564752,10.27194517,10.28329226,10.290644,10.29418881,10.29411908,10.29063225,10.28397019,10.27441981,10.26227131,10.24781555,10.23129462,10.21275532,10.19219655,10.1696183,10.1450221,10.11842169,10.08984248,10.05931117,10.02685527,9.992552956,9.956667791,9.91950398,9.881362542,9.842531346,9.803105969,9.76300962,9.722160497,9.680478148,9.637943418,9.594744507,9.551111673,9.507271892,9.463439946,9.4196718,9.375890028,9.33201412,9.287964784,9.243630889,9.198796779,9.153228936,9.106697737,9.058990289,9.010099283,8.960179219,8.909386922,8.857876825,8.805793792,8.434545602
X99.,7.245748016,7.358422143,7.472204219,7.586965055,7.702565037,7.818694759,7.934811713,8.05033344,8.16465192,8.277120207,8.386992847,8.493472546,8.595735578,8.692946301,8.784675751,8.871028234,8.952157192,9.02823165,9.099508151,9.166622705,9.230347548,9.291478024,9.35080974,9.408509989,9.463989864,9.516606884,9.565708893,9.610754152,9.651745531,9.688849818,9.722240668,9.752092495,9.778434931,9.801135877,9.820057297,9.835064051,9.846071742,9.853203759,9.856642679,9.856575029,9.85319236,9.846729402,9.837464639,9.825679785,9.811657214,9.795631986,9.777649764,9.757709765,9.735812273,9.711959144,9.686164066,9.658452095,9.628849556,9.597383572,9.564130421,9.529346072,9.493325808,9.456361727,9.418733078,9.380532693,9.341686385,9.302115151,9.261741337,9.220546696,9.178713784,9.136465798,9.094022653,9.051592355,9.009229094,8.966857952,8.924401061,8.881781774,8.838892686,8.795525346,8.751454147,8.706457374,8.660329622,8.613064354,8.564811447,8.515722954,8.465948533,8.415628514,8.057185933
X97.5.,6.73663191,6.842830581,6.950146694,7.058459228,7.167636956,7.277387755,7.387198203,7.496515743,7.604762256,7.711321406,7.815482129,7.916482783,8.013535292,8.105839064,8.192978922,8.275046464,8.352180769,8.424536496,8.492352299,8.5562288,8.61689742,8.675112687,8.731630374,8.786608399,8.839484112,8.889643307,8.936462108,8.979421585,9.018522157,9.053920871,9.085781637,9.114269379,9.139411079,9.161079516,9.179141909,9.19346838,9.203977643,9.210786982,9.214070383,9.214005793,9.210776097,9.20460554,9.195760229,9.184509415,9.171123011,9.155825769,9.138661662,9.119630369,9.098732638,9.075970765,9.051358386,9.024920024,8.996681453,8.966669244,8.934956878,8.901789168,8.867448297,8.832213261,8.796350651,8.759949267,8.722938747,8.685244197,8.646792072,8.607565461,8.567738631,8.527524408,8.487132338,8.446760473,8.406460401,8.366160883,8.325787936,8.285268794,8.244501522,8.203288255,8.161415,8.118671657,8.074863818,8.02998608,7.98418153,7.937595211,7.890369771,7.842638883,7.503002386
X95.,6.298763973,6.399393393,6.501148421,6.603915061,6.707569296,6.811833869,6.916220374,7.020201971,7.123226258,7.224703223,7.323951383,7.420239755,7.512810926,7.600894451,7.684087006,7.762469263,7.836167946,7.905325359,7.970164772,8.031256368,8.089296468,8.145004494,8.19910196,8.251738722,8.302374712,8.350420043,8.395275159,8.436440748,8.473915122,8.507846948,8.538391758,8.565706311,8.589815313,8.610595734,8.627919318,8.641660707,8.651741296,8.658273112,8.66142276,8.6613608,8.658262671,8.652343594,8.643859034,8.633067524,8.620228259,8.605557125,8.589096642,8.570846886,8.550809005,8.528985673,8.50539048,8.480047492,8.452982009,8.424220127,8.393832921,8.36205561,8.329159109,8.295411147,8.261067427,8.226213284,8.190781642,8.154701144,8.11790178,8.080367783,8.042266294,8.003801219,7.965173186,7.926571688,7.888046071,7.849528265,7.810947624,7.772234724,7.73329233,7.693931684,7.653948782,7.613143513,7.571330928,7.528506596,7.484807769,7.440373459,7.395340283,7.349836189,7.026373963
X90.,5.793930284,5.888138715,5.983482168,6.079854746,6.177140748,6.275080054,6.3732131,6.471042697,6.568046091,6.663663623,6.757247912,6.848103325,6.935507801,7.01872565,7.097367218,7.171500577,7.241238208,7.30670817,7.368115996,7.425996776,7.481006359,7.533823698,7.585130804,7.63506824,7.683121972,7.728730153,7.771321266,7.810418618,7.846018089,7.878258688,7.907286285,7.933248226,7.956166593,7.97592319,7.992394972,8.0054618,8.015048154,8.021260005,8.024255444,8.024196517,8.021250076,8.01562094,8.007552302,7.99729034,7.985081891,7.97113262,7.95548337,7.938134677,7.919088147,7.898346893,7.87592445,7.851844359,7.82613137,7.798811035,7.769951654,7.739777384,7.708546149,7.676512689,7.643920153,7.610849878,7.577238583,7.543018983,7.508125145,7.472542623,7.436430342,7.399981923,7.363387713,7.326827333,7.290347551,7.253883944,7.217369718,7.180739297,7.143900872,7.106676179,7.068872732,7.030301939,6.990789753,6.950332868,6.909061804,6.867108622,6.824602986,6.781666245,6.476851916
X80.,5.182616239,5.269049356,5.356628895,5.445258765,5.534833336,5.625113238,5.715673836,5.806053842,5.895766407,5.984288624,6.071014409,6.155290935,6.236438948,6.313764846,6.386895524,6.455883801,6.520824908,6.581829656,6.639082098,6.693074831,6.744414697,6.793731639,6.841659838,6.888328602,6.933255422,6.975912405,7.015761988,7.052354867,7.085683978,7.115876632,7.143067003,7.167391038,7.18886764,7.207384464,7.222824783,7.23507477,7.244062644,7.249887042,7.252695746,7.252640492,7.249877732,7.244599692,7.237034704,7.227413983,7.215969403,7.202894252,7.188227341,7.171969764,7.154123684,7.134692741,7.113690406,7.091139583,7.06706436,7.041489625,7.014480321,6.986247207,6.957032479,6.927075146,6.896603156,6.865693007,6.834286008,6.80231981,6.769733415,6.736513978,6.70281047,6.668804065,6.634672653,6.600583908,6.566581472,6.532605339,6.498593379,6.464484678,6.430193994,6.395555773,6.360391477,6.324526458,6.287799876,6.250209783,6.21187855,6.172929819,6.133484837,6.093656957,5.811423772
X75.,4.950375324,5.033854565,5.118484558,5.204172939,5.290817902,5.378187964,5.465871755,5.553421628,5.640364375,5.72619105,5.810311259,5.892088437,5.970859592,6.045947111,6.116984177,6.184017815,6.247136702,6.306445095,6.362118888,6.414634534,6.464580259,6.512567385,6.559211922,6.604638904,6.648377796,6.689913606,6.728721669,6.764363087,6.796829678,6.82624431,6.85273671,6.876438497,6.897367365,6.915413195,6.930461656,6.942401322,6.951161831,6.956839034,6.959576797,6.959522938,6.956829959,6.951685301,6.944311653,6.934934543,6.923780159,6.91103709,6.896743375,6.880900318,6.863510293,6.844577143,6.824114314,6.802144467,6.778691438,6.753779864,6.727473412,6.699977753,6.671529105,6.642360501,6.612694116,6.582604608,6.552035031,6.520924911,6.489215123,6.456893433,6.424105029,6.391026355,6.357830572,6.324680812,6.29161953,6.2585884,6.225527061,6.192376373,6.159053587,6.125397979,6.091236307,6.056399225,6.020730905,5.98422992,5.947015541,5.909208214,5.870925988,5.832279179,5.55862467
