"","age","75%","80%","90%","95%","97.5%","99%","99.5%"
"55",33,5.93370063705732,6.19816244908296,6.89428965628277,7.46916351925018,7.96778086214798,8.54753127994277,8.9423001743568
"27",34,5.9665166263819,6.23196570771414,6.93069164559606,7.50771158521524,8.00819032955552,8.59010502879644,8.98634764529409
"191",35,5.99850235592571,6.26490882045323,6.96615482157166,7.54525587290823,8.04753967129887,8.63155313596531,9.02922486278568
"59",36,6.03044953036527,6.29780743349766,7.0015578502584,7.58272709125898,8.08680473574579,8.67290393416885,9.07199589767016
"63",37,6.06316548174294,6.33149280349192,7.03779496361782,7.62107147833283,8.1269768685008,8.71520121627409,9.11574025567859
"60",38,6.09745428366164,6.36679234245386,7.0757550059989,7.66122861035813,8.16903964813174,8.75947972307794,9.1615275154553
"53",39,6.13411305781538,6.40452578799035,7.11631724554008,7.70412691681381,8.21396414424879,8.80676010255814,9.2104120843282
"75",40,6.173957073286,6.44553098054016,7.16037893592985,7.75071271587543,8.26273923115287,8.85808070970819,9.26346601013119
"12",41,6.21782437411941,6.49066852615501,7.20886007185508,7.80195504638986,8.3163764861855,8.91450258206268,9.32178400928055
"216",42,6.26639169033745,6.54063230442442,7.26249967469948,7.85863020861357,8.37568454346571,8.97687194884357,9.38623791059552
"33",43,6.3198530752957,6.59561903283815,7.32150147459575,7.92094772384087,8.44087794725685,9.04540919460125,9.45705207544753
"116",44,6.37833141138151,6.65575186024333,7.38598932177734,7.98903202152212,8.5120816293936,9.12023983530069,9.53435241755285
"90",45,6.44196146039987,6.72116581490468,7.45609894589531,8.06301941052534,8.58943240112826,9.20150126632455,9.61827673004542
"292",46,6.51076108518161,6.79187545311966,7.53183619965449,8.14290855597834,8.67292269343753,9.28917867010155,9.70880525960718
"5",47,6.58393566846588,6.86706044557758,7.6123130734342,8.22775555669227,8.76156012753247,9.38222330215614,9.80485088072982
"141",48,6.66033982421302,6.94554102854605,7.69625931313197,8.31621543005516,8.8539349049637,9.47915000162053,9.90487711608643
"20",49,6.73877750845394,7.02608676163493,7.78235393869017,8.40689242678925,8.94858642530563,9.57842276459472,10.0072966173617
"26",50,6.81799453754171,7.10740897818517,7.86921751585367,8.49833215519192,9.04399528244864,9.67844659167062,10.1104629114756
"51",51,6.89662252995301,7.18810333836979,7.95535105387675,8.58895746015504,9.13851652535717,9.7774977043956,10.2125985440981
"86",52,6.97318476318327,7.26665592618724,8.03914273451257,8.67707567406781,9.23038736165458,9.873731775198,10.3118036679756
"157",53,7.04614293632656,7.34149120913858,8.11891902273907,8.76093232973303,9.31778312755146,9.96524252157973,10.4061164240613
"9",54,7.11391055799358,7.41098562160679,8.19295876463929,8.83872568313129,9.39883217913325,10.0500770258919,10.4935285530606
"16",55,7.17540926269764,7.47403763724406,8.26009946889885,8.90924289702652,9.4722780115851,10.1269280103225,10.5726982043531
"22",56,7.23053065773436,7.5305403297762,8.32023806924098,8.97238409279448,9.53802351109596,10.195701575753,10.6435336677981
"62",57,7.27928600518834,7.58050894941463,8.3734003135879,9.02818368754811,9.59611061400887,10.2564484012567,10.7060915756475
